"locid"	"location"	"shortame"	"city"	"state"	"country"	"insttype"	"lon"	"lat"	"url"	"DUNS_NUMBER"	"bad"
"9952"	"Technical University Dresden"	"Technical University Dresden"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9953"	"Agilent Laboratories"	"Agilent Laboratories"	\N	\N	"Israel"	"0"	\N	\N	\N	\N	"0"
"9954"	"Brescia University"	"Brescia University"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"9955"	"Friedrich-Schiller-Universit&#228;t Jena"	"Friedrich-Schiller-Universit&#228;t Jena"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9956"	"Department of Molecular Biotechnology"	"Department of Molecular Biotechnology"	\N	\N	"Norway"	"0"	\N	\N	\N	\N	"0"
"9957"	"Leibniz Universit&#228;t Hannover"	"Leibniz Universit&#228;t Hannover"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9958"	"Technical University of Catalonia"	"Technical University of Catalonia"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"9959"	"PO Box 557"	"PO Box 557"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"9960"	"PO Box 360"	"PO Box 360"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"9961"	"PO Box 2215"	"PO Box 2215"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"9962"	"Technical University of Crete"	"Technical University of Crete"	\N	\N	"Greece"	"0"	\N	\N	\N	\N	"0"
"9963"	"Institute of Molecular Biology and Biotechnology"	"Institute of Molecular Biology and Biotechnology"	\N	\N	"Greece"	"0"	\N	\N	\N	\N	"0"
"9964"	"Institute of Computer Science"	"Institute of Computer Science"	\N	\N	"Greece"	"0"	\N	\N	\N	\N	"0"
"9965"	"Universit&#228;t Regensburg"	"Universit&#228;t Regensburg"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9966"	"Universit&#228;t Marburg"	"Universit&#228;t Marburg"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9967"	"BioAnalytical Science Department"	"BioAnalytical Science Department"	\N	\N	"Switzerland"	"0"	\N	\N	\N	\N	"0"
"9968"	"Dana-Farber Cancer Institute and Harvard Medical School"	"Dana-Farber Cancer Institute and Harvard Medical School"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9969"	"Department of Health Sciences Research"	"Department of Health Sciences Research"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9970"	"Texas A&amp;M University Health Science Center"	"Texas A&amp;M University Health Science Center"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9971"	"University of Utah and School of Medicine"	"University of Utah and School of Medicine"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9972"	"CIC bioGUNE"	"CIC bioGUNE"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"9973"	"Molecular Diagnostics"	"Molecular Diagnostics"	\N	\N	"Austria"	"0"	\N	\N	\N	\N	"0"
"9974"	"Universit&#228;tstrasse 6"	"Universit&#228;tstrasse 6"	\N	\N	"Switzerland"	"0"	\N	\N	\N	\N	"0"
"9975"	"Department of Medicine"	"Department of Medicine"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9976"	"1441 N 34th Street"	"1441 N 34th Street"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9977"	"Parkville"	"Parkville"	\N	\N	"Australia"	"0"	\N	\N	\N	\N	"0"
"9978"	"Christian-Albrechts-University Kiel"	"Christian-Albrechts-University Kiel"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9979"	"850 Lincoln Center Drive"	"850 Lincoln Center Drive"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9980"	"Chinese Academy of Medical Sciences"	"Chinese Academy of Medical Sciences"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"9981"	"No. 304 Hospital"	"No. 304 Hospital"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"9982"	"Chinese PLA General Hospital"	"Chinese PLA General Hospital"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"9983"	"CNRS UMR8071"	"CNRS UMR8071"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"9984"	"Statistics and Genome group"	"Statistics and Genome group"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"9985"	"Chang Gung Children's Hospital"	"Chang Gung Children's Hospital"	\N	\N	"Taiwan"	"0"	\N	\N	\N	\N	"0"
"9986"	"NanGang Business Park"	"NanGang Business Park"	\N	\N	"Taiwan"	"0"	\N	\N	\N	\N	"0"
"9987"	"Pacific Northwest National Laboratory"	"Pacific Northwest National Laboratory"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9988"	"Department of Biochemistry and Molecular Biology"	"Department of Biochemistry and Molecular Biology"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9989"	"University of Stuttgart"	"University of Stuttgart"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9990"	"Centro de Investigaciones Biologicas Ramiro de Maeztu"	"Centro de Investigaciones Biologicas Ramiro de Maeztu"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"9991"	"Research Division"	"Research Division"	\N	\N	"Japan"	"0"	\N	\N	\N	\N	"0"
"9992"	"Abo Akademi University"	"Abo Akademi University"	\N	\N	"Finland"	"0"	\N	\N	\N	\N	"0"
"9993"	"Department of Chemistry"	"Department of Chemistry"	\N	\N	"Norway"	"0"	\N	\N	\N	\N	"0"
"9994"	"Georg-August-University G&#246;ttingen"	"Georg-August-University G&#246;ttingen"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"901"
"9995"	"National Institute of Genetic Engineering and Biotechnology"	"National Institute of Genetic Engineering and Biotechnology"	\N	\N	"Iran"	"0"	\N	\N	\N	\N	"0"
"9996"	"Texas A &amp; M University"	"Texas A &amp; M University"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"5832"
"9997"	"Colorado Cancer Center"	"Colorado Cancer Center"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"9998"	"Fachhochschule Stralsund"	"Fachhochschule Stralsund"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"9999"	"CNRS FRE3144"	"CNRS FRE3144"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10000"	"555 University Avenue"	"555 University Avenue"	\N	\N	"Canada"	"0"	\N	\N	\N	\N	"0"
"10001"	"National Center of Public Administration"	"National Center of Public Administration"	\N	\N	"Greece"	"0"	\N	\N	\N	\N	"0"
"10002"	"T&#252;bingen University"	"T&#252;bingen University"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10003"	"Division of Clinical Pharmacology"	"Division of Clinical Pharmacology"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10004"	"Institute of software"	"Institute of software"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10005"	"State Key Laboratory of Proteomics"	"State Key Laboratory of Proteomics"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10006"	"Faculty of Electrical Engineering"	"Faculty of Electrical Engineering"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"10007"	"Xiamen University"	"Xiamen University"	\N	\N	"P.R.C"	"0"	\N	\N	\N	\N	"0"
"10008"	"VTT Technical Research Centre and University of Turku"	"VTT Technical Research Centre and University of Turku"	\N	\N	"Finland"	"0"	\N	\N	\N	\N	"0"
"10009"	"University of Maryland Greenebaum Cancer Center"	"University of Maryland Greenebaum Cancer Center"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10010"	"University of Kerala"	"University of Kerala"	\N	\N	"India"	"0"	\N	\N	\N	\N	"0"
"10011"	"Fraunhofer Institute Algorithms and Scientific Computing (SCAI) Schlo&#223; Birlinghoven"	"Fraunhofer Institute Algorithms and Scientific Computing (SCAI) Schlo&#223; Birlinghoven"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10012"	"Ordway Research Institute"	"Ordway Research Institute"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10013"	"Nankai University"	"Nankai University"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10014"	"Laboratory of Molecular Biology"	"Laboratory of Molecular Biology"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"975"
"10015"	"Key Lab of Biophysics in universities of Shandong (Dezhou University)"	"Key Lab of Biophysics in universities of Shandong (Dezhou University)"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10016"	"Chinese Academy of Agricultural Sciences"	"Chinese Academy of Agricultural Sciences"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10017"	"The University of Kansas"	"The University of Kansas"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10018"	"King Mongkut's University of Technology Thonburi"	"King Mongkut's University of Technology Thonburi"	\N	\N	"Thailand"	"0"	\N	\N	\N	\N	"0"
"10019"	"The University of Exeter"	"The University of Exeter"	\N	\N	"UK"	"0"	\N	\N	\N	\N	"0"
"10020"	"University of the Thai Chamber of Commerce"	"University of the Thai Chamber of Commerce"	\N	\N	"Thailand"	"0"	\N	\N	\N	\N	"0"
"10021"	"Laval University Medical Research Center (CHUL)"	"Laval University Medical Research Center (CHUL)"	\N	\N	"Canada"	"0"	\N	\N	\N	\N	"0"
"10022"	"Informatics Institute"	"Informatics Institute"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10023"	"State Key Laboratory of Proteomics-Beijing Proteome Research Center-Beijing Institute of Radiation Medicine"	"State Key Laboratory of Proteomics-Beijing Proteome Research Center-Beijing Institute of Radiation Medicine"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10024"	"Department of Molecular Biology"	"Department of Molecular Biology"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"10025"	"The Netherlands Cancer Institute/Slotervaart Hospital"	"The Netherlands Cancer Institute/Slotervaart Hospital"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"10026"	"Korea Advanced Institute of Science and Technology"	"Korea Advanced Institute of Science and Technology"	\N	\N	"South Korea"	"0"	\N	\N	\N	\N	"1961"
"10027"	"Sungkyunkwan University School of Medicine"	"Sungkyunkwan University School of Medicine"	\N	\N	"South Korea"	"0"	\N	\N	\N	\N	"0"
"10028"	"Tsinghua National Laboratory for Information Science and Technology"	"Tsinghua National Laboratory for Information Science and Technology"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10029"	"Helmholtz Zentrum M&#252;nchen"	"Helmholtz Zentrum M&#252;nchen"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10030"	"Hefei Institute of Intelligent Machines"	"Hefei Institute of Intelligent Machines"	\N	\N	"China"	"0"	\N	\N	\N	\N	"0"
"10031"	"P.O. Box 94079"	"P.O. Box 94079"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"0"
"10032"	"School of Computer and Communication Sciences"	"School of Computer and Communication Sciences"	\N	\N	"Switzerland"	"0"	\N	\N	\N	\N	"0"
"10033"	"MaRS Centre"	"MaRS Centre"	\N	\N	"Canada"	"0"	\N	\N	\N	\N	"0"
"10034"	"Friedrich-Schiller-Universit&#228;t"	"Friedrich-Schiller-Universit&#228;t"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10035"	"Southeast University"	"Southeast University"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10036"	"PLA University of Science and Technology"	"PLA University of Science and Technology"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10037"	"Faculty of Electronics and Information Technology of Warsaw University of Technology"	"Faculty of Electronics and Information Technology of Warsaw University of Technology"	\N	\N	"Poland"	"0"	\N	\N	\N	\N	"0"
"10038"	"North Shore LIJ Health System"	"North Shore LIJ Health System"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10039"	"University of Science and Technology of China"	"University of Science and Technology of China"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10040"	"Feinstein Institute for Medical Research"	"Feinstein Institute for Medical Research"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10041"	"384 Victoria St"	"384 Victoria St"	\N	\N	"Australia"	"0"	\N	\N	\N	\N	"0"
"10042"	"Heriot-Watt University and MRC Human Genetics Unit"	"Heriot-Watt University and MRC Human Genetics Unit"	\N	\N	"UK"	"0"	\N	\N	\N	\N	"0"
"10043"	"National Cancer Research Institute"	"National Cancer Research Institute"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10044"	"LLC"	"LLC"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10045"	"National University of Ireland Galway"	"National University of Ireland Galway"	\N	\N	"Ireland"	"0"	\N	\N	\N	\N	"0"
"10046"	"Heriot-Watt University"	"Heriot-Watt University"	"Edinburgh"	"Scotland"	"UK"	"0"	"-3.32069"	"55.909382"	"https://www.hw.ac.uk/"	\N	"0"
"10047"	"Universidad de Murcia"	"Universidad de Murcia"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"10048"	"Chasseneuil"	"Chasseneuil"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10049"	"Dresden"	"Dresden"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10050"	"Universidade Estadual de Londrina"	"Universidade Estadual de Londrina"	"Londrina"	"Paraná"	"Brazil"	"0"	"-51.1968255"	"-23.3242573"	\N	\N	"0"
"10051"	"Universitat Jaume I"	"Universitat Jaume I"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"10052"	"Blacksburg"	"Blacksburg"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10053"	"Canberra"	"Canberra"	\N	\N	"Australia"	"0"	\N	\N	\N	\N	"0"
"10054"	"Dortmund University of Technology"	"Dortmund University of Technology"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10055"	"Erasmus University of Rotterdam"	"Erasmus University of Rotterdam"	\N	\N	"The Netherlands"	"0"	\N	\N	\N	\N	"2480"
"10056"	"Oklahoma Medical Research Foundation; 825 N.E. 13th Street"	"Oklahoma Medical Research Foundation; 825 N.E. 13th Street"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10057"	"Jackson State University"	"Jackson State University"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10058"	"University of Arkansas at Little Rock"	"University of Arkansas at Little Rock"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10059"	"The University of Mississippi"	"The University of Mississippi"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10060"	"Cary"	"Cary"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10061"	"Wildlife"	"Wildlife"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10062"	"University of St Thomas"	"University of St Thomas"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10063"	"National Center for Toxicological Research"	"National Center for Toxicological Research"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10064"	"University of Arkansas for Medical Science"	"University of Arkansas for Medical Science"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"15295"
"10065"	"Saint Louis"	"Saint Louis"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10066"	"Ohio State University Medical Center"	"Ohio State University Medical Center"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10067"	"Golden"	"Golden"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10068"	"Oak Ridge"	"Oak Ridge"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10069"	"Indiana University School of Informatics"	"Indiana University School of Informatics"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10070"	"Indiana University &#8211; Purdue University"	"Indiana University &#8211; Purdue University"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"7740"
"10071"	"Department of Microbiology"	"Department of Microbiology"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10072"	"National Research Council"	"National Research Council"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10073"	"Physics Department of Bologna University"	"Physics Department of Bologna University"	\N	\N	"Galvani Center for Biocomplexity and INFN Italy"	"0"	\N	\N	\N	\N	"0"
"10074"	"Institute of Electronics and Engineering of Information and Telecommunications"	"Institute of Electronics and Engineering of Information and Telecommunications"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10075"	"Functional Genomics"	"Functional Genomics"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10076"	"Universit&#224; degli Studi di Pavia"	"Universit&#224; degli Studi di Pavia"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10077"	"Nerviano Medical Sciences"	"Nerviano Medical Sciences"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10078"	"Universita' di Napoli FEDERICO II"	"Universita' di Napoli FEDERICO II"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10079"	"Universit&#224; degli Studi di Firenze"	"Universit&#224; degli Studi di Firenze"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10080"	"Universit&#224; degli Studi di Milano and Istituto Nazionale dei Tumori"	"Universit&#224; degli Studi di Milano and Istituto Nazionale dei Tumori"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10081"	"via Ferrata 1"	"via Ferrata 1"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10082"	"Via Adamello 16"	"Via Adamello 16"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10083"	"Politecnico di Milano"	"Politecnico di Milano"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10084"	"Via Fratelli Cervi 93"	"Via Fratelli Cervi 93"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10085"	"University of Malaga and CIBER de Enfermedades Raras"	"University of Malaga and CIBER de Enfermedades Raras"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"10086"	"Via F.lli Cervi 93"	"Via F.lli Cervi 93"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10087"	"Via Einstein &#8211; Localit&#224; Cascina Codazza"	"Via Einstein &#8211; Localit&#224; Cascina Codazza"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10088"	"Technical University of Bari"	"Technical University of Bari"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10089"	"Universit&#224; degli Studi di Milano. Via Comelico 39"	"Universit&#224; degli Studi di Milano. Via Comelico 39"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10090"	"Universitat Jaume I. Avda. Vicent Sos Baynat S/N"	"Universitat Jaume I. Avda. Vicent Sos Baynat S/N"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"10091"	"M&#233;jico"	"M&#233;jico"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"10092"	"Consiglio Nazionale Ricerche"	"Consiglio Nazionale Ricerche"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10093"	"Friedrich Miescher Laboratory of the Max Planck Society"	"Friedrich Miescher Laboratory of the Max Planck Society"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10094"	"Campus de Beaulieu"	"Campus de Beaulieu"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10095"	"Centrum Wiskunde &amp; Informatica"	"Centrum Wiskunde &amp; Informatica"	\N	\N	"the Netherlands"	"0"	\N	\N	\N	\N	"0"
"10096"	"Max-Planck-Institut f&#252;r Informatik"	"Max-Planck-Institut f&#252;r Informatik"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10097"	"Max-Plank Institute of Cell Biology and Genetics"	"Max-Plank Institute of Cell Biology and Genetics"	\N	\N	"Germany"	"0"	\N	\N	\N	\N	"0"
"10098"	"Laboratoire Ecologie Syst&#233;matique et Evolution"	"Laboratoire Ecologie Syst&#233;matique et Evolution"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10099"	"Math&#233;matiques et informatique appliqu&#233;es"	"Math&#233;matiques et informatique appliqu&#233;es"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10100"	"UMR 5202 MNHN/CNRS"	"UMR 5202 MNHN/CNRS"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10101"	"Universitetsparken 15"	"Universitetsparken 15"	\N	\N	"Denmark"	"0"	\N	\N	\N	\N	"0"
"10102"	"Royal School of Library and Information Sciences"	"Royal School of Library and Information Sciences"	\N	\N	"Denmark"	"0"	\N	\N	\N	\N	"0"
"10103"	"University of Colorado Museum of Natural History and Department of Ecology and Evolutionary Biology"	"University of Colorado Museum of Natural History and Department of Ecology and Evolutionary Biology"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10104"	"6 College St Sydney 2010"	"6 College St Sydney 2010"	\N	\N	"Australia"	"0"	\N	\N	\N	\N	"0"
"10105"	"Cromwell Road"	"Cromwell Road"	\N	\N	"UK"	"0"	\N	\N	\N	\N	"0"
"10106"	"National Science Museum"	"National Science Museum"	\N	\N	"Korea"	"0"	\N	\N	\N	\N	"0"
"10107"	"Korea Research Institute of Bioscience and Biotechnology"	"Korea Research Institute of Bioscience and Biotechnology"	\N	\N	"Korea"	"0"	\N	\N	\N	\N	"0"
"10108"	"Chungnam National University"	"Chungnam National University"	\N	\N	"Korea"	"0"	\N	\N	\N	\N	"0"
"10109"	"1 Fusionopolis Way"	"1 Fusionopolis Way"	\N	\N	"Singapore 138632"	"0"	\N	\N	\N	\N	"0"
"10110"	"Gachon University of Medicine and Science"	"Gachon University of Medicine and Science"	\N	\N	"Korea"	"0"	\N	\N	\N	\N	"0"
"10111"	"Bioinformatics Institute (A-STAR)"	"Bioinformatics Institute (A-STAR)"	\N	\N	"Singapore 138671"	"0"	\N	\N	\N	\N	"0"
"10112"	"Proteos"	"Proteos"	\N	\N	"Singapore 138673"	"0"	\N	\N	\N	\N	"0"
"10113"	"Taiwan International Graduate Program"	"Taiwan International Graduate Program"	\N	\N	"Republic of China"	"0"	\N	\N	\N	\N	"0"
"10114"	"Institute of Information Science"	"Institute of Information Science"	\N	\N	"Republic of China"	"0"	\N	\N	\N	\N	"0"
"10115"	"Yuan Ze University"	"Yuan Ze University"	\N	\N	"Republic of China"	"0"	\N	\N	\N	\N	"0"
"10116"	"300 Longwood Avenue"	"300 Longwood Avenue"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10117"	"University of Chicago Cancer Research Center"	"University of Chicago Cancer Research Center"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10118"	"The University of Texas Health Science Center at Houston"	"The University of Texas Health Science Center at Houston"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10119"	"Oregon Health &amp; Science University"	"Oregon Health &amp; Science University"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"226"
"10120"	"Via Fantoli 16/15"	"Via Fantoli 16/15"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10121"	"Bar Harbor"	"Bar Harbor"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10122"	"Milwaukee School of Engineering"	"Milwaukee School of Engineering"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10123"	"Genomic Medicine Group"	"Genomic Medicine Group"	\N	\N	"Spain"	"0"	\N	\N	\N	\N	"0"
"10124"	"Department of Bioengineering University of California at San Diego"	"Department of Bioengineering University of California at San Diego"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10125"	"David Geffen School of Medicine"	"David Geffen School of Medicine"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10126"	"Renmin University of China"	"Renmin University of China"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10127"	"CAS"	"CAS"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10128"	"The University of Texas"	"The University of Texas"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10129"	"National University of Deference Technology"	"National University of Deference Technology"	\N	\N	"PR China"	"0"	\N	\N	\N	\N	"0"
"10130"	"Avenue Louis Pasteur"	"Avenue Louis Pasteur"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10131"	"Department of Zoology"	"Department of Zoology"	\N	\N	"UK"	"0"	\N	\N	\N	\N	"0"
"10132"	"Harwell Science and Innovation Campus"	"Harwell Science and Innovation Campus"	\N	\N	"UK"	"0"	\N	\N	\N	\N	"0"
"10133"	"Lexington"	"Lexington"	\N	\N	"USA"	"0"	\N	\N	\N	\N	"0"
"10134"	"Universidade de Londrina"	"Universidade de Londrina"	"Londrina"	"Paraná"	"Brazil"	"0"	"-51.1968255"	"-23.3242573"	\N	\N	"0"
"10135"	"International Rice Research Institute"	"International Rice Research Institute"	\N	\N	"Philippines"	"0"	\N	\N	\N	\N	"0"
"10136"	"Biomedical Research Foundation of the Academy of Athens"	"Biomedical Research Foundation of the Academy of Athens"	\N	\N	"Greece"	"0"	\N	\N	\N	\N	"0"
"10137"	"Keilaranta 14"	"Keilaranta 14"	\N	\N	"Finland"	"0"	\N	\N	\N	\N	"0"
"10138"	"Slovak Academy of Sciences"	"Slovak Academy of Sciences"	\N	\N	"Slovakia"	"0"	\N	\N	\N	\N	"0"
"10139"	"Universit&#224; degli Studi di Bari"	"Universit&#224; degli Studi di Bari"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10140"	"Protein Chemistry/Proteomics Laboratory and the Neuroscience Research Program Biomedicum Helsinki P.O. Box 63 (Haartmaninkatu 8) 00014 University of Helsinki"	"Protein Chemistry/Proteomics Laboratory and the Neuroscience Research Program Biomedicum Helsinki P.O. Box 63 (Haartmaninkatu 8) 00014 University of Helsinki"	\N	\N	"Finland"	"0"	\N	\N	\N	\N	"0"
"10141"	"Proteomics Unit"	"Proteomics Unit"	\N	\N	"Greece"	"0"	\N	\N	\N	\N	"0"
"10142"	"Sede di Bari"	"Sede di Bari"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10143"	"Via avv. V. Malcangi 254"	"Via avv. V. Malcangi 254"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10144"	"Via Tridente 42/14"	"Via Tridente 42/14"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10145"	"Universit&#232; Paris-Sud (XI)"	"Universit&#232; Paris-Sud (XI)"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10146"	"Universit&#233; Lyon-1"	"Universit&#233; Lyon-1"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10147"	"16 rue Claude Bernard"	"16 rue Claude Bernard"	\N	\N	"France"	"0"	\N	\N	\N	\N	"0"
"10148"	"Sezione di Catania"	"Sezione di Catania"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10149"	"INFN Sezione di Bari Via E. Orabona 4"	"INFN Sezione di Bari Via E. Orabona 4"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10150"	"NICE S.r.l. &#8211; Via Marchesi di Roero 1"	"NICE S.r.l. &#8211; Via Marchesi di Roero 1"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10151"	"Dipartimento Interateneo di Fisica di Bari Via E. Orabona 4"	"Dipartimento Interateneo di Fisica di Bari Via E. Orabona 4"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
"10152"	"University Roma Tre"	"University Roma Tre"	\N	\N	"Italy"	"0"	\N	\N	\N	\N	"0"
